text,context,target
I think that it is absolutely brilliant and well runned business operation.,RESTAURANT#GENERAL,NULL
The wine list is also really nice.,DRINKS#STYLE_OPTIONS,wine list
"Everything was wonderful; food, drinks, staff, mileau.",RESTAURANT#GENERAL,NULL
"Everything was wonderful; food, drinks, staff, mileau.",FOOD#QUALITY,food
"Everything was wonderful; food, drinks, staff, mileau.",DRINKS#QUALITY,drinks
"Everything was wonderful; food, drinks, staff, mileau.",SERVICE#GENERAL,staff
"Everything was wonderful; food, drinks, staff, mileau.",AMBIENCE#GENERAL,mileau
I would highly recommend this place!,RESTAURANT#GENERAL,place
I have been to Casimir over 5 times and I have always had a great time there.,RESTAURANT#GENERAL,Casimir
The food is great and reasonably priced.,FOOD#QUALITY,food
The food is great and reasonably priced.,FOOD#PRICES,food
"I have tried to make reservations, but both times, the hostess didn't have my name.",SERVICE#GENERAL,hostess
"If the weather is nice, try to snag an outside table.",AMBIENCE#GENERAL,outside table
"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",SERVICE#GENERAL,staff
"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",SERVICE#GENERAL,staff
"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",AMBIENCE#GENERAL,unisex bathroom
My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,RESTAURANT#GENERAL,NULL
"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",FOOD#QUALITY,caviar
"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",SERVICE#GENERAL,waitstaff
"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",SERVICE#GENERAL,waitstaff
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,FOOD#QUALITY,caviar
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,SERVICE#GENERAL,service
Nice Family owned traditional restaurant.,RESTAURANT#GENERAL,restaurant
Fresh ingredients and everything is made to order.,FOOD#QUALITY,ingredients
Fresh ingredients and everything is made to order.,FOOD#QUALITY,NULL
I was pleasantly surprised to find this gem in Hoboken.,RESTAURANT#GENERAL,NULL
Friendly staff that actually lets you enjoy your meal and the company you're with.,SERVICE#GENERAL,staff
"I found the food to be outstanding, particulary the salmon dish I had.",FOOD#QUALITY,food
"I found the food to be outstanding, particulary the salmon dish I had.",FOOD#QUALITY,salmon dish
"I also ordered the Change Mojito, which was out of this world.",DRINKS#QUALITY,Change Mojito
"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",FOOD#QUALITY,dim sum
"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",AMBIENCE#GENERAL,back patio
"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",AMBIENCE#GENERAL,music
"Overall, excellent restaurant!",RESTAURANT#GENERAL,restaurant
The food was good.,FOOD#QUALITY,food
The place was nice and calm.,AMBIENCE#GENERAL,place
but the service was a bit slow.,SERVICE#GENERAL,service
The buffet had a nice selection.,FOOD#STYLE_OPTIONS,buffet
The food was average or above including some surprising tasty dishes.,FOOD#QUALITY,food
The food was average or above including some surprising tasty dishes.,FOOD#QUALITY,dishes
Service was also very good.,SERVICE#GENERAL,Service
I would go back.,RESTAURANT#GENERAL,NULL
I got an excellent piece of cheesecake and we had several other nice pastries.,FOOD#QUALITY,cheesecake
I got an excellent piece of cheesecake and we had several other nice pastries.,FOOD#QUALITY,pastries
"I would recommend Roxy's for that, but not for their food.",FOOD#QUALITY,food
"I would recommend Roxy's for that, but not for their food.",FOOD#QUALITY,NULL
My son and his girlfriend both wanted cheeseburgers and they were huge!,FOOD#STYLE_OPTIONS,cheeseburgers
"But, they were too big for the bun.",FOOD#STYLE_OPTIONS,NULL
"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",FOOD#STYLE_OPTIONS,burgers
Also they were $15 each!,FOOD#PRICES,NULL
I had a huge pastrami sandwich on a roll.,FOOD#STYLE_OPTIONS,pastrami sandwich on a roll
It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,FOOD#PRICES,NULL
It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,FOOD#QUALITY,NULL
"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",FOOD#QUALITY,food
"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",AMBIENCE#GENERAL,place
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",FOOD#QUALITY,food
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",FOOD#QUALITY,spice
And the Tom Kha soup was pathetic.,FOOD#QUALITY,Tom Kha soup
If you want good authentic Thai this place is not the place to go.,FOOD#QUALITY,Thai
"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",FOOD#QUALITY,food
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",FOOD#QUALITY,pesto pizza
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",FOOD#QUALITY,spicy Italian cheese
"Conveniently located too, being right on Bedford ave.",LOCATION#GENERAL,NULL
"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",AMBIENCE#GENERAL,back garden sitting area
I will definetly be going back.,RESTAURANT#GENERAL,NULL
We had the lobster sandwich and it was FANTASTIC.,FOOD#QUALITY,lobster sandwich
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",FOOD#STYLE_OPTIONS,NULL
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",FOOD#STYLE_OPTIONS,portion
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",FOOD#QUALITY,french fries
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,FOOD#QUALITY,scallops
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,FOOD#QUALITY,sauce
We waited at the bar and had martinis that were just right.,DRINKS#QUALITY,martinis
We will be back.,RESTAURANT#GENERAL,NULL
love the food.,FOOD#QUALITY,food
it's the only place you can get yummy authentic japanese comfort food.,FOOD#QUALITY,japanese comfort food
and you can't beat the prices.,RESTAURANT#PRICES,NULL
highly recommended.,RESTAURANT#GENERAL,NULL
I've lived in NY for 5 years and this place has it all.,RESTAURANT#GENERAL,place
"Great food, good size menu, great service and an unpretensious setting.",FOOD#QUALITY,food
"Great food, good size menu, great service and an unpretensious setting.",FOOD#STYLE_OPTIONS,menu
"Great food, good size menu, great service and an unpretensious setting.",SERVICE#GENERAL,service
"Great food, good size menu, great service and an unpretensious setting.",AMBIENCE#GENERAL,setting
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",FOOD#QUALITY,dishes
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",FOOD#QUALITY,lamb sausages
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",FOOD#QUALITY,sardines with biscuits
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",FOOD#QUALITY,large whole shrimp
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",FOOD#QUALITY,pistachio ice cream
I'm glad I was introduced to this place and this is a rare gem in NY.,RESTAURANT#GENERAL,place
"The freshest, best variety, and the fastest delivery.",FOOD#QUALITY,NULL
"The freshest, best variety, and the fastest delivery.",FOOD#STYLE_OPTIONS,NULL
"The freshest, best variety, and the fastest delivery.",SERVICE#GENERAL,delivery
Also very inexpensive.,RESTAURANT#PRICES,NULL
A great choice at any cost and a great deal.,RESTAURANT#GENERAL,NULL
A great choice at any cost and a great deal.,RESTAURANT#PRICES,NULL
The service was excellent and the food was delicious.,SERVICE#GENERAL,service
The service was excellent and the food was delicious.,FOOD#QUALITY,food
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD#QUALITY,sushi
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD#QUALITY,ceviche mix (special)
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD#QUALITY,crab dumplings
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD#QUALITY,assorted sashimi
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD#QUALITY,sushi
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD#QUALITY,rolls
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",DRINKS#QUALITY,sake
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD#QUALITY,banana tempura
Definitely a great spot for a nice occasion or date.,RESTAURANT#MISCELLANEOUS,spot
"Average to good Thai food, but terrible delivery.",FOOD#QUALITY,Thai food
"Average to good Thai food, but terrible delivery.",SERVICE#GENERAL,delivery
I've waited over one hour for food.,SERVICE#GENERAL,NULL
They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,SERVICE#GENERAL,NULL
A Thai restaurant out of rice during dinner?,RESTAURANT#MISCELLANEOUS,Thai restaurant
"The food arrived 20 minutes after I called, cold and soggy.",FOOD#QUALITY,food
"The food arrived 20 minutes after I called, cold and soggy.",SERVICE#GENERAL,NULL
